id_libro,Unidad,Titulo,Autor,Clasificacion
27270,2,SINCRONIZACION DE UN SISTEMA CAOTICO POR MEDIO DE,"NEVAREZ VALERDI, JAIR DE JESUS",TESIS ELECTRONICA 76
27629,2,LA ESTRATEGIA FISCAL Y EL FIDEICOMISO,"SANCHEZ VEGA, ALEJANDRO",KGF 660 S211
27273,2,EL OTRO SENDERO : LA REVOLUCION INFORMAL,"SOTO, HERNANDO DE",HB 1785.P149 S718
27608,2,THE MISUNDERSTOOD ECONOMY : WHAT COUNTS AND HOW TO,"EISNER, ROBERT",HC 106.8 E365
27630,2,DINAMICA SOCIAL DE LAS ORGANIZACIONES,"MENDEZ MORALES, JOSE S.",HD 58.7 M538
24435,2,OBLIGACIONES Y CONTRATOS CIVILES NOCIONES,"OLAVE IBARRA, OLAF SERGIO",KG 202 O42
24340,2,MANUAL DE CRITERIOS DE DISENO URBANO,"BAZANT S., JAN",NA 9012 B362
24341,2,WINDOWS VISTA : MANUAL DE REFERENCIA,"LEVINE, JOHN R.",QA 76.76.O63 L665
24342,2,EXPERIENCIAS EN DIBUJO DE PROYECTOS,"LOCKARD, WILLIAM KIRBY",NA 2700 L815
24343,2,LA CIUDAD GENERICA,"KOOLHAAS, REM",NA 9031 K828
24344,2,COSTO Y TIEMPO EN EDIFICACION,"SUAREZ SALAZAR, CARLOS",TH 435 S939
24345,2,DISENO DE PAVIMENTOS FLEXIBLES,"MONTIEL BLANCAS, M. LILIA",TA 250 M741
24346,2,EL DEBATE NACIONAL,,F 1236 D236
24347,2,CONVERGENCIA DE LAS NIF CON LAS IFRS : ANALISIS DE,,HF 5626 C766
24348,2,CONTRATO ADMINISTRATIVO DE LA DEMOLICION POR SINIE,"BERMUDEZ CHAVEZ, NORMA ALICIA",TESIS CIVIL EN ESTRUCTURAS 1
24351,2,GUiA PRACTICA LABORAL Y DE SEGURIDAD SOCIAL,"PEREZ CHAVEZ, JOSE",HD 7095 P438
24338,2,RESIDENTE DE OBRA EN LA CONSTRUCCION DE MUROS DE C,"HURTADO SEVILLA, EDGAR",TESIS CIVIL 51
24352,2,PRACTICA DE AUDITORiA AUTOMATIZADA,"CARPY MORALES, CARLOS A.",HF 5667 C299
24375,2,NORMAS Y COSTOS DE CONSTRUCCION,"PLAZOLA CISNEROS, ALFREDO",TH 145 P567
24412,2,COMPORTAMIENTO ORGANIZACIONAL,"OLIVARES OROZCO, SOCORRO",HD 58.7 O48
24415,2,COMPORTAMIENTO ORGANIZACIONAL LOS GRUPOS EN EL CAM,"OLIVARES OROZCO, SOCORRO",HD 58.7 O48
24418,2,MACROECONOMiA,"SANCHEZ MARTiNEZ, ALBERTO",HB 172.5 S211
2442,2,PEQUENO MANUAL DEL PROYECTO SOSTENIBLE,"JOURDA, FRANCOISE-HELENE",NA 2542.36 J862
24421,2,EL ABC DE LA CALIDAD DE LA ENERGIA ELECTRICA,"ENRIQUEZ HARPER, GILBERTO",TK 1005 E59
24423,2,SISTEMAS DE CONTABILIDAD,"PRIETO, ALEJANDRO",HF 5635 P949
24424,2,SISTEMAS DE CONTABILIDAD,"PRIETO, ALEJANDRO",HF 5635 P949
24428,2,MANUAL PRACTICO DEL ALUMBRADO,"ENRIQUEZ HARPER, GILBERTO",TK 4164 E59
24429,2,MANUAL PRACTICO DEL ALUMBRADO,"ENRIQUEZ HARPER, GILBERTO",TK 4164 E59
24349,2,DISENO Y ADMINISTRACION DE BASE DE DATOS,"HANSEN, GARY W.",QA 76.9.D32 H249
24329,2,CONSTRUCCION DE CIMENTACION Y ESTRUCTURA DE ACERO,"FLORES GONZALEZ, LUIS ALEJANDRO",TESIS CIVIL 116
24309,2,ESPACIOS COMPACTOS,,NK 2115 E771
24366,2,ASPECTOS FUNDAMENTALES DEL CONCRETO REFORZADO,"GONZALEZ CUEVAS, OSCAR M.",TH 1501 G697
24367,2,MECANICA DE MATERIALES,"BEER, FERDINAND",TA 405 B415
24368,2,GUiA PARA ELABORAR LA TESIS,"ZORRILLA, SANTIAGO",LB 2369 Z887
24369,2,COMO SE CONSTRUYE UNA VIVIENDA,"MOIA, JOSE LUIS",NA 2750 M712
24370,2,EL DEBATE NACIONAL,,F 1236 D236
24371,2,CLAVES DEL DISENO : 01 LOGOS,,NC 1002.L63 C617
24372,2,LIDERAZGO HACIA LA CALIDAD ENFOCADA A SUPERVISORES,"PEREZ CORONA, CITLALLI",TS 155.8.J95 P438
24373,2,LAS FORMAS DEL SIGLO XX,"MONTANER, JOSEPH MARiA",NA 680 M764
24374,2,COSTO Y TIEMPO EN EDIFICACION,"SUAREZ SALAZAR, CARLOS",TH 435 S939
24377,2,ALGEBRA LINEAL,"HITT ESPINOSA, FERNANDO",QA 184 H676
2434,2,JAVA SOLUCIONES INSTANTANEAS,"AFERGAN, MICHAEL",QA 76.73 A256
24339,2,MANUAL DE CRITERIOS DE DISENO URBANO,"BAZANT S., JAN",NA 9012 B362
2433,2,CONVERGENCIA DE LAS NIF CON LAS IFRS : ANALISIS DE,,HF 5626 C766
24330,2,LAS FORMAS DEL SIGLO XX,"MONTANER, JOSEPH MARiA",NA 680 M764
24331,2,ORGANIC REACTIONS,"ADAMS, ROGER",QD 251.2 A193
24332,2,"AUXILIARES DE AMBIENTACION PARA ARQUITECTOS, DISEN","MARIN DE L'HOTELLERIE, JOSE LUIS",T 353 M337
24333,2,MANUAL DE SUPERVISION DE OBRAS DE CONCRETO,"GONZALEZ SANDOVAL, FEDERICO",TA 439 G643
24334,2,INGENIERIA DE CAMPO SIMPLIFICADA PARA ARQUITECTOS,"PARKER, HARRY",TH 375 P245
24335,2,COMO SE CONSTRUYE UNA VIVIENDA,"MOIA, JOSE LUIS",NA 2750 M712
24336,2,ANALISIS INTEGRAL DE LAS DEDUCCIONES,"PEREZ CHAVEZ, JOSE",KGF 4652 P438
24337,2,TEORiA Y PROBLEMAS DE DISENO DE CONCRETO ARMADO,"EVERARD, NOEL J.",TA 683 E93
24363,2,PRINCIPIOS DE DISENO URBANO AMBIENTAL,"SCHJETNAN, MARIO",NA 9012 S333
24362,2,COMO SE PROYECTA UNA VIVIENDA,"MOIA, JOSE LUIS",NA 2750 M712
26110,2,CONSTITUCION POLiTICA DE LOS ESTADOS UNIDOS MEXICA,"MEXICO, LEYES Y DECRETOS",KGF 2914 M611
26064,2,DESARROLLO URBANO MEXICO,SECRETARiA DE ASENTAMIENTOS HUMANOS Y OBRAS PUBLIC,NA 9413.M14 S446
26001,2,INGENIERiA DE CIMENTACIONES,"PECK, RALPH B.",TA 660 .S6 P366
26002,2,INTRODUCCION AL URBANISMO : CONCEPTOS BASICOS,"DUCCI, MARiA ELENA",NA 9012 D825
26003,2,INTRODUCCION AL URBANISMO : CONCEPTOS BASICOS,"DUCCI, MARiA ELENA",NA 9012 D825
25973,2,IMPLEMENTACION DE UN MANUAL DE OPERACIONES PARA UN,"GAMBOA RUiZ, AARAM RAMSES",TESIS CONTADURIA 86
26134,2,FUENTE CONTROLADA CON Iâ,"LOPEZ CABRERA, ALBERO ISMAEL",TESIS ELECTRONICA 10
26104,2,ANALISIS INTRODUCTORIO DE CIRCUITOS,"BOYLESTAD, ROBERT L.",TK 454 B792
26105,2,INTRODUCCION AL ANALISIS DE CIRCUITOS,BOYLESTAD ROBERT L.,TK 454 B792
26106,2,ARQUITECTURA VERNACULA EN MEXICO,"LOPEZ MORALES, FRANCISCO JAVIER",NA 500.40 L864
25996,2,VALIDACION DE LA SEGURIDAD EN LA ETAPA DE POTENCIA,"OSOBAMPO LOPEZ, LUCIANO",TESIS ELECTRONICA 4
26109,2,IMPUESTOS,"ACOSTA MARTINEZ, JAVIER",HF 5681.T3 A168
25993,2,ELECTRONICA MODERNA PARA INGENIEROS Y TECNICOS,"KAUFMAN, MILTON",TK 7860 K21
26119,2,METODOLOGiA PARA EL DISENO URBANO ARQUITECTONICO I,"OLEA, OSCAR",T 353 O45
26120,2,AUTOCAD 2014 : CURSO PRACTICO,"CEBOLLA CEBOLLA, CASTELL",QA 76.758 C387
26122,2,"TRATADO DE CONSTRUCCION : ELEMENTOS, ESTRUCTURAS Y","SCHMITT, HEINRICH",TH 145 S355
26123,2,"ARTE DE PROYECTAR EN ARQUITECTURA : FUNDAMENTOS, N","NEUFERT, ERNST",NA 2000 N482
26067,2,MITOS Y REALIDADES ACERCA DEL SIDA,,VHS 21
26132,2,ANALISIS DE RENDIMIENTO ENTRE PROCESADORES MULTINU,"VILLALBAZO GOMEZ, FERNANDO ARMANDO",TESIS ELECTRONICA 9
26100,2,REUTILIZACION DE EDIFICIOS : RENOVACION Y NUEVAS,"PETERS, PAULHANS",NA 105 P481
26138,2,ESTACIONAMIENTO,"CAL Y MAYOR, RAFAEL",TL 175 C141
26140,2,CALIDAD DE VIDA EN EL TRABAJO : ANTIESTRES Y CREAT,"TURCOTTE, PIERRE R.",HD 58.8 T933
26146,2,DIAGNOSTICO Y PROPUESTA PARA LA SISTEMATIZACION DE,"OSSLO RANGEL, ENRIQUE",HF 5549.5.T7 O83
26107,2,MODELADO DE GUiA DE ONDA UTILIZANDO DESCOMPOSICION,"ALVARADO RIVERA, RIGOBERTO",TESIS ELECTRONICA 8
2597,2,100 GRANDES CIENTiFICOS,"GREENE, JAY E.",Q 141 G796
25877,2,MICROCONTROLADORES MOTOROLA-FREESCALE: PROGRAMACIO,,TJ 223 M626
26066,2,BLOQUES CERRADOS DE VIVIENDAS : EDIFICACION EN MA,,NA 27 B655
25798,2,ORGANIZACION CONTABLE CON ENFOQUE EN COMPROBANTES,"SILVA RIVERA, BEATRiZ",TESIS CONTADURIA 60
26040,2,DISENO INDUSTRIAL,"LOBACH, BERND",TS 171.A5 L796
25975,2,CONTROL INTERNO DE RECURSOS HUMANOS,"BAZAN CONTRERAS, IRIS CINTZUNI",TESIS CONTADURIA 88
25963,2,CONTROL DEL ACTIVO FIJO DE LA INSTITUCION DESARROL,"MEZA, SEBASTIAN HERIBERTO",TESIS CONTADURIA 77
25964,2,DISENO DE UN MODELO DE CONTROL INTERNO PARA EL ARE,"OSORIO, JOSE CESAR",TESIS CONTADURIA 78
25965,2,PROCEDIMIENTO PARA LA DEVOLUCION DE SALDOS A FAVO,"PEREZ LOPEZ, JOSE LUIS",TESIS CONTADURIA 79
25966,2,MANUAL DE ORGANIZACION DE LA INFORMACION CONTABLE-,"MARTiNEZ DELGADO, YAJAIRA ANAHi",TESIS CONTADURIA 80
26000,2,CONSTRUIR COMO PROYECTO : UNA INTRODUCCION A LA MO,"GARCiA, JORGE RAUL",NA 2005 G216
25969,2,IMPLEMENTACION DE PROCEDIMIENTOS DE CONTROL INTERN,"ZAMORA SANCHEZ, CECILIA NALLELY",TESIS CONTADURIA 82
26152,2,ELECTRICIDAD Y ELECTRONICA : APLICACIONES PRACTICA,"BUBAN, PETER",TK 145 B917
25970,2,DESARROLLO DE COMPETENCIAS DEL CONTADOR PUBLICO EN,"VAZQUEZ BALCAZAR, KARLA VERONICA",TESIS CONTADURIA 83
25971,2,IMPACTO ECONOMICO DEL PROYECTO DE ESTANCIAS PARA N,"RiOS GALVAN, SOFiA ELENA",TESIS CONTADURIA 84
25972,2,TRAYECTORIA LABORAL EN EL INSTITUTO TECNOLOGICO DE,"ROSAS CARRILLO, PAULO",TESIS CONTADURIA 85
26007,2,"MICROPROCESADORES, DISPOSITIVOS PERIFERICOS, OPTOE","WILLIAMS, ARTHUR B.",TK 7867 W721
25974,2,CONTROL INTERNO CONTABLE CASO: REALTY VISION Y ELE,"VILLA LOYA, VIRIDIANA",TESIS CONTADURIA 87
26069,2,CONJUNTOS RESIDENCIALES,"DEILMAN, HARALD",NA 7860 D324
25976,2,REDUCCION DE PC'S EN EL AREA DE LCD DE ENSABLE FIN,"AYALA ROMERO, MILDRED GISELA",TESIS ELECTRONICA 1
25977,2,INNOVACION E INTRODUCCION DE NUEVOS PRODUCTOS,"MEZA SANCHEZ, LAURA ROCiO",TESIS ELECTRONICA 2
25978,2,MANTENIMIENTO DE EQUIPO DE RAYOS X,"QUEZADA RODRiGUEZ, HECTOR",TESIS ELECTRONICA 3
2598,2,MICROECONOMiA CON APLICACIONES A AMERICA LATINA,"MOCHON, FRANCISCO",HB 172 M688
25968,2,CONTROL INTERNO DE MATERIALES PARA UNA INDUSTRIA D,"VIZCAiNO GONZALEZ, EUGENIA",TESIS CONTADURIA 81
25856,2,MANUAL DE PROCEDIMIENTOS PARA UN DESPACHO CONTABLE,"FUENTES CORTES, MARCELA",TESIS CONTADURIA 66
26096,2,EL LIBRO DEL AUTOMOVIL,,TL 145 L697
26097,2,MEGAESTRUCTURAS : FUTURO URBANO DEL PASADO RECIEN,"BANHAM, REYNER",TH 1611 B216
26098,2,CONSTRUCCION LAMINAR : ELEMENTOS Y ESTRUCTURACION,"ANGERER, FRED",TA 684 A587
261,2,FARMACODEPENDENCIA Y TRABAJO: GUiA PARA SUPERVISOR,"MADDUX, ROBERT B.",HF 5549 M294
25960,2,PROCEDIMIENTO DE LA VISITA DOMICILIARIA,"ARIZMENDI, LEONARDO JORGE",TESIS CONTADURIA 74
26083,2,GUIA DEL DIBUJANTE PROYECTISTA EN ELECTRONICA,"RASKHODOFF, NICHOLAS M.",TK 7835 R225
25875,2,INTRODUCCION A LA PROGRAMACION ARQUITECTONICA,"WHITE, EDWARD T.",N 7433 W583
25893,2,MANUAL DE PRACTICAS DE LA MATERIA DE SUELDOS Y SAL,"VEANA Y JUAREZ, MARiA EUGENIA",HF 5549 V394
25845,2,METODOLOGiA. GUiA PARA ELABORAR DISENOS DE INVESTI,"MENDEZ ALVAREZ, CARLOS EDUARDO",HD 30.4 M538
26147,2,NUEVA TEORIA DE LAS ESTRUCTURAS,"CASTILLO MARTINEZ, HEBERTO",TA 633 C352
25855,2,DEVOLUCION Y COMPENSACION EN IMPUESTOS FEDERALES,"ENRiQUEZ ESCALANTE, ALBERTO",TESIS CONTADURIA 65
26093,2,EDIFICIOS PARA ENSENANZAS PROFESIONALES : TALLERES,"WILD, FRIEDEMAN",NA 27 W668
25861,2,ORGANIC CHEMISTRY : AN ADVANCED TREATISE,"GILMAN, HENRY",QD 251.2 G487
25862,2,MAQUINARIA PARA CONSTRUCCION,"DAY, DAVID A.",TH 900 D273
25863,2,DE LA MERCADOTECNIA A LAS VENTAS,"IBARRA GONZALEZ, SERGIO L.",HF5415 I12
25865,2,EL LICENCIADO EN RELACIONES INDUSTRIALES. QUE HACE,"BARRIGUETE, GILBERTO FRANCISCO",HD 6960 B275
25867,2,ANALISIS MATEMATICO : CURSO DE INTRODUCCION,"HAASER, NORMAN",QA 300 H112
25869,2,IMPLEMENTACION DE UN MANUAL GUiA PARA LA SELECCION,"GUTIERREZ CEPEDA, LUIS DAVID",TESIS CONTADURIA 67
25842,2,FRASES CELEBRES,"CARRILLO RODRiGUEZ, MANUEL",PN 6085 C317
25873,2,FISICA MODERNA,"WHITE, HARVEY E.",QC 23 W585
25841,2,LINEAMIENTOS PARA REGULAR EL CRECIMIENTO URBANO EN,"CORRAL Y BEKER, CARLOS",NA 9053.D5 C823
25536,2,PARA UNA TEORIA DEL DISENO,"RODRIGUEZ MORALES, LUIS",TS 171.A5 R696
25851,2,CONTROL INTERNO DE FUNCIONES Y ACTIVIDADES EN UN D,"CRUZ JUAREZ, BRENDA SALOME",TESIS CONTADURIA 64
26079,2,ENCICLOPEDIA GG DE LA ARQUITECTURA DEL SIGLO XX,,NA 31 E56
26063,2,ESTABLECIMIENTOS COMERCIALES,"PETERS, PAULHANS",NA 680 P481
26153,2,ELECTRICIDAD Y ELECTRONICA : APLICACIONES PRACTICA,"BUBAN, PETER",TK 145 B917
26154,2,FPGA PROTOTYPING BY VERILOG EXAMPLES: XILINX SPART,"CHU, PONG P.",TK 7895.G36 C559
26155,2,DICCIONARIO MANUAL ILUSTRADO DE ARQUITECTURA,"WARE, DORA",NA 31 W267
26157,2,PLAN DE NEGOCIOS PARA UNA EMPRESA DE NUEVA CREACIO,"ARAIZA BARRAGAN, ROBERTO MANUEL",TESIS ELECTRONICA 11
26129,2,MAQUINAS ELECTROMECANICAS Y ELECTROMAGNETICAS,"MATSCH, LEANDER W.",TK 2341 M434
26087,2,AN INTRODUCTION TO GEOTECHNICAL ENGINEERING,"HOLTZ, ROBERT D",TA 710 H728
26070,2,BUILDING DESIGN AND HUMAN PERFORMANCE,,NA 2542.4 B932
26071,2,VIVIENDA Y ESPACIO PUBLICO : REHABILITACION URBANA,"KIRSCHENMANN, JORG C.",NA 9031 K61
26072,2,KAHN LIBRARIES BIBLIOTECAS,,NA 737.K5 K12
26095,2,INSTALACIONES SANITARIAS MODERNAS : PROCESOS DE P,"LABRYGA, FRANZ",NA 27 L127
26078,2,VIVIENDAS URBANAS : CASAS ENTRE MEDIANERAS PARA U,"PETERS, PAULHANS",NA 27 P481
26094,2,"CASAS ATERRAZADAS : TERRAZAS NATURALES, TERRAZAS L","RICCABONA, CHRISTOF",NA 27 R489
2608,2,TRATADO PRACTICO DE PERSPECTIVA. OBRA AL ALCANCE D,,NC 750 T776
26080,2,VESTA PILOT,"CAMBEROS SOLiS, EMANUEL",TESIS ELECTRONICA 7
26081,2,"EDIFICACION, DISENO Y CONSTRUCCION SISMORRESISTENT","GREEN, NORMAS B.",TA 658.44 G795
26082,2,COSTO FISCAL EN LA ENAJENACION DE ACCIONES,,KGF 4763.S76 C845
26102,2,LA GEOMETRIA DESCRIPTIVA APLICADA AL DIBUJO TECNIC,"FERNANDEZ CALVO, SILVESTRE",NA 2700 F363
26085,2,ECUACIONES DIFERENCIALES Y PROBLEMAS CON VALORES E,"BOYCE, WILLIAM E.",QA 371 B789
26101,2,ESCALERAS : DISENO Y CONSTRUCCION,"MANNES, WILLIBALD",TH 5667 M274
2609,2,TRATADO PRACTICO DE PERSPECTIVA. OBRA AL ALCANCE D,,NC 750 T776
26092,2,DIBUJO DISENO DE INGENIERIA,"JENSEN, CECIL H.",T 353 J54
2615,2,CALCULO DE VARIAS VARIABLES : TRASCENDENTES TEMPRA,"STEWART, JAMES",QA 304 S849
26077,2,EDIFICIOS ADMINISTRATIVOS,"PETERS, PAULHANS",NA 680 P481
25629,2,FUNDAMENTOS DE ECONOMiA,"MENDEZ MORALES, JOSE SILVESTRE",HB 171 M538
26065,2,CASAS EN HILERA : AGRUPACIONES,"PETERS, PAULHANS",NA 27 P481
25632,2,MANUALES ADMINISTRATIVOS DE UNA AGENCIA ADUANAL,"FELIX CHAVEZ, CLAUDIA ELIBETH",TESIS CONTADURIA 39
25616,2,FINANZAS PARA EL MARKETING Y LAS VENTAS : COMO PLA,"JAIME ESLAVA, JOSE DE",HF 5415 J254
25618,2,MANUAL DE IDENTIFICACION PRACTICA DE MINERALES Y R,"URIBE AFIF, ROBERTO",TA 683.2 U762
25620,2,PLANIFICACION DEL SITIO,"LYNCH, KEVIN",NA 9031 L988
25621,2,PSICOLOGiA COGNOSCITIVA,"STERNBERG, ROBERT J.",BF 311 S839
25624,2,LINEAS DE TRANSMISION Y GUiAS DE ONDA,"SOSA PEDROZA, JORGE",TK 6565 S715
25625,2,LA ECONOMIA DIGITAL : LAS NUEVAS OPORTUNIDADES Y,"TAPSCOTT, DON",HC 79.I55 T368
25626,2,CONTROL INTERNO DE LA EMPRESA J & J LABEL,"CHAPA LUPEZ, GUADALUPE",TESIS CONTADURIA 37
25508,2,UE ES UN BANCO?,"PEREZ MURILLO, JOSE D.",HG 1572 P438
25628,2,FUNDAMENTOS DE ECONOMiA,"MENDEZ MORALES, JOSE SILVESTRE",HB 171 M538
25503,2,INTRODUCCION AL ANALISIS EXPERIMENTAL DE ESFUERZO,"CAMACHO MORALES, RAFAEL",TK 146 C172
25561,2,ESTRATEGIAS PARA LA PLANIFICACION Y EL CONTROL EMP,"LARIS CASILLAS, FRANCISCO JAVIER",T 58.4 L325
25631,2,REGISTRO DE CONSTRUCCION DE OBRA APEGADA A LOS LSS,"OSUNA LOPEZ, PATRICIA",TESIS CONTADURIA 38
25607,2,ARQUITECTOS CONTEMPORANEOS DE MEXICO,"NOELLE, LOUISE",NA 758 N765
25634,2,EDIFICIOS PARA ENSENANZAS PROFESIONALES : TALLERES,"WILD, FRIEDEMAN",NA 27 W668
25635,2,ECONOMETRiA,"MADDALA, G. S.",H 141 M178
25636,2,BIBLIOTECA ATRIUM DE LA ARQUITECTURA ACTUAL : COL,,NA 31 B582
25637,2,BIBLIOTECA ATRIUM DE LA ARQUITECTURA ACTUAL : COL,,NA 31 B582
25638,2,BIBLIOTECA ATRIUM DE LA ARQUITECTURA ACTUAL : COL,,NA 31 B582
25639,2,BIBLIOTECA ATRIUM DE LA ARQUITECTURA ACTUAL : COL,,NA 31 B582
25640,2,BIBLIOTECA ATRIUM DE LA ARQUITECTURA ACTUAL : COL,,NA 31 B582
25627,2,EL CAPITALISMO DEL SUBDESARROLLO,"AGUILAR MONTEVERDE, ALONSO",HC 135 A283
25516,2,DICCIONARIO DE PLANIFICACION ECONOMICA,"ORTEGA BLAKE, ARTURO",HB 61 O79
23668,2,SEGUIMIENTO EN LA LICITACION DE LAS BASES DE CONST,"MORENO CAMPA, MARIO ALBERTO",TESIS ARQUITECTURA 192
24835,2,TEORiA Y PROBLEMAS DE ANALISIS NUMERICOS,"SCHEID, FRANCIS",QA 297 S418
25451,2,PSICOLOGiA SOCIAL,"MYERS, DAVID",HM 251 M613
25469,2,OBRAS,"ROSENBLUETH, ARTURO",RC 339.52 R813
25471,2,LA CASA AUTOCONSTRUIDA,"KERN, KEN",TH 4815 K39
25472,2,MANUAL DE CONTROL INTERNO,"BAZAN VARGAS, MARTA",TESIS CONTADURIA 32
25473,2,ESTADISTICA MATEMATICA CON APLICACIONES,"MENDENHALL, WILLIAM",QA 276.18 M537
25474,2,OBLIGACIONES EN MATERIA DE PRECIOS DE TRANSFERENCI,"LOPEZ HIGUERA, NANCY JANETH",TESIS CONTADURIA 33
25476,2,LA CONTABILIDAD EN LA INFORMATICA Y SUS SISTEMAS A,"GARDUNO TIZNADO, GONZALO MIGUEL",TESIS CONTADURIA 34
25480,2,POSICIONAMIENTO : EL CONCEPTO QUE HA REVOLUCIONADO,"RIES, AL",HF 5827.2 R559
25479,2,POSICIONAMIENTO : EL CONCEPTO QUE HA REVOLUCIONADO,"RIES, AL",HF 5827.2 R559
25803,2,NUEVOS RUMBOS EN LA TEORiA DE LA ORGANIZACION : PR,"PFEFFER, JEFFREY",HM 131 P524
25482,2,HISTORIA DE ARQUITECTURA,"BASSEGODA NONELL, JUAN",NA 500 B318
25569,2,MECANICA DE SUELOS 3 : FLUJO DE AGUA EN SUELOS,"JUAREZ BADILLO, EULALIO",TA 710.A2 J91
25487,2,DICCIONARIO DE SINONIMOS Y ANTONIMOS,,PC 4704 D545
2549,2,METODOLOGIA DE LA INVESTIGACION,"HERNANDEZ SAMPIERI, ROBERTO",HD 30.4 H557
25496,2,CONTROL DE OBRAS POR MEDIO DE SISTEMAS COMPUTACION,"AMAYA NAVA, FERNANDO RAFAEL",TH 437 A479
25497,2,EL CALCULO CON GEOMETRiA ANALiTICA,"LEITHOLD, LOUIS",QA 303 L533
25499,2,EN LA CUMBRE Y CERCA DEL CIELO : POESiAS -UN CUENT,,PQ 7298.35E64 C969
25500,2,MANUAL DE MATHCAD,"CARDENAS, MANUEL",QA 297 C266
25501,2,MANUAL DE MATHCAD,"CARDENAS, MANUEL",QA 297 C266
25502,2,DIBUJO ELECTRONICO CON DISENO PCB,"VAZQUEZ LOPEZ, CARLOS EDGAR",TK 7866 V393
25477,2,REGISTRO CONTABLE DEL IVA,"GARCiA MALDONADO, FRANCISCA",TESIS CONTADURIA 35
26028,2,A FIRST COURSE IN RATIONAL CONTINUUM MECHANICS,"TRUESDELL, CLIFFORD A.",QA 808.2 T866
25646,2,PRINCIPALES VENTAJAS Y BENEFICIOS QUE OFRECE EL US,"MARTiNEZ CRUZ, ROBERTO",TESIS CONTADURIA 42
25588,2,INTRODUCCION A LA CONTABILIDAD GENERAL,"MEZA LORA, OLGA LUCRECIA",HF 5651 M617
26054,2,LEYENDAS Y RELATOS BAJACALIFORNIANOS,,PQ 7291.B35 L683
26068,2,VIVIENDAS UNIFAMILIARES : VIVIR EN LA PROPIA CASA,"SCHWAB, GERHARD",NA 7840 S398
26010,2,FACTURACION ELECTRONICA : GUiA PARA EL CORRECTO MA,"PEREZ CHAVEZ, JOSE",KGF 1138 P438
26011,2,ESTADISTICA PARA LA ADMINISTRACION CON ENFOQUE MOD,"FREUND, JOHN E.",HF 1016 F889
26017,2,IMPLEMENTACION Y VALIDACION DE SISTEMAS CAOTICOS U,"RAMiREZ VILLALOBOS, RAMON",TESIS ELECTRONICA 6
26018,2,SOSTENIBILIDAD Y ECOEFICIENCIA EN LA EMPRESA MODER,"AUSTERMUHLE, STEFAN",HD 60 A934
26019,2,CIRCUITOS ELECTRICOS CA,"HUBERT, CHARLES I.",TK 454 H878
25641,2,LA SOCIEDAD CONYUGAL Y LA COPROPIEDAD : SUS EFECTO,"BETANCOURT CARRILLO, AYDEE",TESIS CONTADURIA 40
26025,2,MECANICA PARA INGENIEROS,"HUANG, T.C.",QA 821 H874
25603,2,"EL ABC DE LAS INSTALACIONES DE GAS, HIDRAULICAS Y","ENRiQUEZ HARPER, GILBERTO",TH 6010 E59
26030,2,MARKETING ESTRATEGICO : DESDE EL PARADIGMA ESENCIA,"PARIS, JOSE ANTONIO",HF 5415 P232
26037,2,LA CONTABILIDAD POR AREAS DE RESPONSABILIDAD : SIG,"PEREA, FRANCISCO",HF 5651 P343
26005,2,AMPLIFICADORES OPERACIONALES : TEORiA Y SUS AMPLIF,"WILLIAMS, ARTHUR B.",TK 7867 W721
26052,2,ARQUITECTURA Y CRiTICA EN LATINOAMERICA,"MONTANER, JOSEP MARiA",NA 2599.5 M764
26004,2,CARACTERIZACION DE SENALES COMPUESTAS POR LA SUPER,"VALLE TRUJILLO, PAUL ANTONIO",TESIS ELECTRONICA 5
26055,2,COMO PREPARAR DISENOS PARA LA IMPRENTA,"LYNN, JOHN",T 353 M294
26058,2,TECNICAS DE PRESENTACION PARA EL ARTISTA GRAFICO,"MULHERIN, JENNY",T 353 M294
2606,2,"DESLIZAMIENTO EN LA AUTOPISTA, TIJUANA-ENSENADA","SECRETARIA DE OBRAS PUBLICAS, MEXICO",TE 220 S55
26060,2,COMO DISENAR MARCAS Y LOGOTIPOS,"MURPHY, JOHAN",T 353 M294
26061,2,TIPOGRAFiA CREATIVA,"MARSHALL, HUGH",T 353 M294
26023,2,ADMINISTRACION ESTRATEGICA INTELIGENTE : EL PENSAM,"MARTiNEZ VILLEGAS, FABIAN",HD 30.28 M385
25587,2,ATLAS UNIVERSAL DE FILOSOFiA : MANUAL DIDACTICO DE,,B 51 A881
2588,2,LAS CIENCIAS SOCIALES : ANTOLOGiA,ANUIES,H 61 A637
25630,2,ESTADiSTICA CON APLICACIONES A LAS CIENCIA SOCIAL,"DANIEL, WAYNE W.",HA 29.5 D184
25590,2,"DISENO DE CURSO ""REGISTRO Y CONTROL DE OPERACIONES","FLORES ANGULO, SARA BERTHA",TESIS CONTADURIA 36
25571,2,DISENO SIMPLIFICADO DE ESTRUCTURAS DE MADERA,"PARKER, HARRY",TH 1101 P239
25574,2,NUEVOS RUMBOS EN LA TEORiA DE LA ORGANIZACION : PR,"PFEFFER, JEFFREY",HM 131 P524
25575,2,ARCHITECTURAL ACOUSTICS,"EGAN, M. DAVID",NA 2800 E282
25576,2,RAMIREZ VAZQUEZ EN LA ARQUITECTURA,"RAMIREZ VAZQUEZ, PEDRO",NA 759.R35 R173
25577,2,RAMIREZ VAZQUEZ EN LA ARQUITECTURA,"RAMIREZ VAZQUEZ, PEDRO",NA 759.R35 R173
